ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
7569BC890583FCD7,classic_bike,23:54.5,37:52.0,Wacker Dr & Washington St,KA1503000072,McClurg Ct & Ohio St,TA1306000029,41.88314336,-87.63724208,41.89259212,-87.61728913,member
013609308856B7FC,electric_bike,44:06.8,49:11.1,Halsted St & Wrightwood Ave,TA1309000061,Racine Ave & Belmont Ave,TA1308000019,41.92914748,-87.64915276,41.939743,-87.658865,member
EACACD3CE0607C0D,classic_bike,16:27.7,28:03.2,Southport Ave & Waveland Ave,13235,Broadway & Cornelia Ave,13278,41.948226,-87.6640712,41.945529,-87.646439,member
EAA2485BA64710D3,classic_bike,49:05.8,52:40.0,Southport Ave & Waveland Ave,13235,Southport Ave & Roscoe St,13071,41.948226,-87.6640712,41.943739,-87.66402,member
7F8BE2471C7F746B,electric_bike,38:32.3,41:06.8,Southport Ave & Waveland Ave,13235,Southport Ave & Roscoe St,13071,41.948226,-87.6640712,41.943739,-87.66402,member
0B8DD16A9B77A1C7,electric_bike,09:06.8,10:55.8,Halsted St & 21st St,13162,Halsted St & 18th St,13099,41.85377981,-87.64660299,41.85750568,-87.64599144,member
65DD88D2EA5AA24A,electric_bike,11:59.7,15:54.2,Halsted St & Wrightwood Ave,TA1309000061,Southport Ave & Wrightwood Ave,TA1307000113,41.929143,-87.649077,41.928773,-87.663913,member
EAC4EE361C030130,electric_bike,43:29.0,01:38.9,Stave St & Armitage Ave,13266,Canal St & Madison St,13341,41.917741,-87.691392,41.882409,-87.639767,member
46267A54446162B5,electric_bike,45:24.7,50:20.5,Larrabee St & Kingsbury St,TA1306000009,Ogden Ave & Race Ave,13194,41.897764,-87.642884,41.891795,-87.658751,member
B5D4F9782121EA51,electric_bike,56:36.9,03:26.6,Albany Ave & Bloomingdale Ave,15655,Campbell Ave & Fullerton Ave,15648,41.91402671,-87.70512646,41.92463247,-87.68930701,member
3C1E48C025E88653,classic_bike,52:33.9,23:51.9,DuSable Lake Shore Dr & Wellington Ave,TA1307000041,Broadway & Barry Ave,13137,41.93668845,-87.63682902,41.93758232,-87.64409781,member
B157E60BBF2BA5F6,electric_bike,23:29.6,30:29.6,Clark St & Drummond Pl,TA1307000142,Clark St & Newport St,632,41.931248,-87.644336,41.94454,-87.654678,member
81AE62C30F86C0D2,classic_bike,11:31.1,17:05.3,Larrabee St & Kingsbury St,TA1306000009,Ogden Ave & Chicago Ave,TA1305000020,41.897764,-87.642884,41.89636246,-87.65406127,member
4978AFB4F96F17A6,classic_bike,20:23.4,28:29.5,Larrabee St & Kingsbury St,TA1306000009,State St & Pearson St,TA1307000061,41.897764,-87.642884,41.897448,-87.628722,member
1DCC4C0315A3B282,classic_bike,52:47.4,54:36.0,Calumet Ave & 18th St,13102,Calumet Ave & 18th St,13102,41.85761755,-87.61941075,41.85761755,-87.61941075,member
5B29C4C95B5320DA,electric_bike,06:42.8,11:43.9,Sheffield Ave & Webster Ave,TA1309000033,Halsted St & Clybourn Ave,331,41.92154,-87.653818,41.909668,-87.648128,member
18048F3531DAF576,electric_bike,20:05.1,23:32.4,Canal St & Jackson Blvd,13138,Halsted St & Polk St,TA1307000121,41.878125,-87.639968,41.87184,-87.64664,member
E2ACFA5C736376F6,electric_bike,26:24.1,42:18.7,California Ave & Fletcher St,15642,Kosciuszko Park,15643,41.93842879,-87.69800776,41.93058537,-87.72377736,member
B1810A3462EAA084,classic_bike,13:25.0,15:55.1,Hermitage Ave & Polk St,13080,Wood St & Taylor St (Temp),13285,41.871514,-87.669886,41.86926522,-87.67373085,member
461D6EC2A99BC110,classic_bike,45:46.5,05:59.3,Racine Ave & 15th St,13304,Stetson Ave & South Water St,TA1308000029,41.861267,-87.656625,41.886835,-87.62232,casual
172BD369FF6D3ADA,classic_bike,51:00.1,19:18.7,Central Park Ave & Elbridge Ave,15644,Kimball Ave & Belmont Ave,KA150400009X,41.93533728,-87.71688929,41.93939395,-87.71206766,member
AF381E3683CE622B,classic_bike,24:36.8,31:15.0,Morgan St & Polk St,TA1307000130,Desplaines St & Jackson Blvd,15539,41.871737,-87.65103,41.8781189,-87.6439476,member
90912007C68DC8DA,electric_bike,35:09.2,51:53.1,Ritchie Ct & Banks St,KA1504000134,Stetson Ave & South Water St,TA1308000029,41.906866,-87.626217,41.886835,-87.62232,member
5A7142E8A39FC161,electric_bike,56:43.9,00:28.1,Aberdeen St & Jackson Blvd,13157,Desplaines St & Jackson Blvd,15539,41.87787306,-87.65477872,41.8781189,-87.6439476,member
2D20CCFBE6719E47,classic_bike,12:04.1,19:13.9,Clinton St & Roosevelt Rd,WL-008,Desplaines St & Jackson Blvd,15539,41.86711778,-87.64108796,41.8781189,-87.6439476,member
009707A9E9077E1D,classic_bike,09:17.3,48:45.9,Shedd Aquarium,15544,DuSable Lake Shore Dr & North Blvd,LF-005,41.86722596,-87.61535539,41.911722,-87.626804,member
3DE54C00139A213B,classic_bike,53:07.3,56:35.8,Sheffield Ave & Willow St,TA1306000032,Sheffield Ave & Willow St,TA1306000032,41.913688,-87.652855,41.913688,-87.652855,member
DAFEB128254B6252,classic_bike,21:53.3,36:23.6,Clark St & Elm St,TA1307000039,Canal St & Monroe St,13056,41.902973,-87.63128,41.8829056,-87.6397409,member
29EB50E4965FA8A6,electric_bike,17:02.2,21:39.0,Sawyer Ave & Irving Park Rd,KA1504000096,Drake Ave & Addison St,KA1504000142,41.95358618,-87.7093108,41.947326,-87.717582,member
260FC94B2A150AE5,electric_bike,10:03.2,22:46.5,Desplaines St & Randolph St,15535,Canal St & Monroe St,13056,41.883703,-87.644238,41.8829056,-87.6397409,casual
4B81EE1E1B413989,electric_bike,39:30.3,48:08.0,Lincoln Ave & Roscoe St*,chargingstx5,Racine Ave & Fullerton Ave,TA1306000026,41.94335025,-87.67066777,41.925566,-87.658416,casual
0B6242FC5805AB59,electric_bike,28:17.9,50:01.0,Clark St & Schreiber Ave,KA1504000156,Racine Ave & Fullerton Ave,TA1306000026,41.999245,-87.671249,41.925566,-87.658416,casual
14CD6059DA03A8F4,electric_bike,42:46.4,42:52.5,Racine Ave & 15th St,13304,Racine Ave & 15th St,13304,41.861267,-87.656625,41.861267,-87.656625,member
83D1D41B252447DB,classic_bike,48:21.1,56:51.8,Michigan Ave & 8th St,623,Michigan Ave & 8th St,623,41.872773,-87.623981,41.872773,-87.623981,casual
358ED720AFD7C8CB,classic_bike,15:05.4,16:09.2,Michigan Ave & 8th St,623,Michigan Ave & 8th St,623,41.872773,-87.623981,41.872773,-87.623981,casual
21541548CF3FF7D1,classic_bike,14:12.7,27:15.0,Woodlawn Ave & 55th St,TA1307000164,Woodlawn Ave & 55th St,TA1307000164,41.795264,-87.596471,41.795264,-87.596471,casual
D09E525EB019E3E8,electric_bike,29:09.3,43:54.2,Woodlawn Ave & 55th St,TA1307000164,Woodlawn Ave & 55th St,TA1307000164,41.795264,-87.596471,41.795264,-87.596471,casual
3AD12C150A88E79E,electric_bike,23:50.9,27:59.5,Racine Ave & Belmont Ave,TA1308000019,Racine Ave & Fullerton Ave,TA1306000026,41.939743,-87.658865,41.925566,-87.658416,casual
D36106CA93DC1B8C,electric_bike,29:43.3,37:16.6,Woodlawn Ave & 55th St,TA1307000164,Woodlawn Ave & 55th St,TA1307000164,41.795264,-87.596471,41.795264,-87.596471,casual
27064F31728CCFE3,classic_bike,05:00.3,11:18.2,Racine Ave & Fullerton Ave,TA1306000026,Racine Ave & Belmont Ave,TA1308000019,41.925566,-87.658416,41.939743,-87.658865,casual
2FA0F717FE44CBFC,electric_bike,54:17.2,16:33.4,Dusable Harbor,KA1503000064,Racine Ave & Belmont Ave,TA1308000019,41.88687527,-87.61284185,41.939743,-87.658865,member
91CA4C9E6F9244F8,electric_bike,29:44.5,32:33.3,Woodlawn Ave & 58th St,22002,Woodlawn Ave & 55th St,TA1307000164,41.789381,-87.596479,41.795264,-87.596471,member
75C473A31E8826EE,electric_bike,50:31.9,58:32.4,New St & Illinois St,TA1306000013,Milwaukee Ave & Grand Ave,13033,41.89084704,-87.61861682,41.891578,-87.648384,member
6AA10BF0999EFE93,electric_bike,55:50.2,03:22.8,New St & Illinois St,TA1306000013,Milwaukee Ave & Grand Ave,13033,41.89084704,-87.61861682,41.891578,-87.648384,member
6635BF7D26E33A91,electric_bike,09:36.1,12:20.8,Clifton Ave & Armitage Ave,TA1307000163,Racine Ave & Fullerton Ave,TA1306000026,41.918216,-87.656936,41.925566,-87.658416,member
A603CF3D12237FB8,classic_bike,17:52.0,29:19.4,Western Ave & Winnebago Ave,13068,Artesian Ave & Hubbard St,15664,41.91552,-87.687022,41.8895,-87.688257,member
D1F20AD76F5D2A13,classic_bike,21:01.3,34:40.5,Western Ave & Winnebago Ave,13068,Artesian Ave & Hubbard St,15664,41.91552,-87.687022,41.8895,-87.688257,member
6D4CE41139A77CD5,classic_bike,20:58.9,32:40.9,Western Ave & Winnebago Ave,13068,Artesian Ave & Hubbard St,15664,41.91552,-87.687022,41.8895,-87.688257,member
F8C41696DB2EECF8,electric_bike,31:54.2,42:22.9,Broadway & Cornelia Ave,13278,Racine Ave & Fullerton Ave,TA1306000026,41.945529,-87.646439,41.925566,-87.658416,member
C544AFB54FB96B3D,electric_bike,15:48.1,19:14.4,Ellis Ave & 58th St,TA1309000011,Woodlawn Ave & 55th St,TA1307000164,41.788746,-87.601334,41.795264,-87.596471,member
40493EA61BA93D5A,classic_bike,04:28.3,07:05.9,Clark St & Newport St,632,Sheffield Ave & Waveland Ave,TA1307000126,41.94454,-87.654678,41.949399,-87.654529,member
9C0A791AE3D9C957,classic_bike,46:09.6,51:36.7,Wabash Ave & Grand Ave,TA1307000117,Daley Center Plaza,TA1306000010,41.891466,-87.626761,41.884241,-87.629634,member
82FC46E4A8B33FC3,classic_bike,59:42.7,21:03.4,Wilton Ave & Diversey Pkwy*,chargingstx2,Michigan Ave & Pearson St,13034,41.932418,-87.652705,41.89766,-87.62351,member
34163BAD7D56481D,electric_bike,54:22.0,59:30.3,Clark St & Elm St,TA1307000039,Michigan Ave & Pearson St,13034,41.902973,-87.63128,41.89766,-87.62351,member
F9515A95F1F15C55,classic_bike,20:26.0,33:11.5,Clark St & Schiller St,TA1309000024,Daley Center Plaza,TA1306000010,41.907993,-87.631501,41.884241,-87.629634,member
AE908854A2691A89,classic_bike,14:54.8,18:57.7,Wabash Ave & Wacker Pl,TA1307000131,Daley Center Plaza,TA1306000010,41.886875,-87.62603,41.884241,-87.629634,member
A06D440C1A7C4DF8,electric_bike,46:06.3,53:47.2,Elizabeth St & Randolph St,23001,Daley Center Plaza,TA1306000010,41.884336,-87.658902,41.884241,-87.629634,member
36FFB0D7D087F41F,classic_bike,55:29.4,59:44.1,Southport Ave & Clybourn Ave,TA1309000030,Michigan Ave & Pearson St,13034,41.9215759,-87.6664335,41.89766,-87.62351,casual
EA38BB3B7F34BEE4,electric_bike,39:47.5,40:14.8,Western Ave & Fillmore St,644,Western Ave & Fillmore St,644,41.868563,-87.686234,41.868563,-87.686234,member
616584F4B6C0AFEF,electric_bike,38:02.0,38:32.2,Western Ave & Fillmore St,644,Western Ave & Fillmore St,644,41.868563,-87.686234,41.868563,-87.686234,member
AC96123562228851,electric_bike,14:59.8,33:44.3,Stockton Dr & Wrightwood Ave,13276,Daley Center Plaza,TA1306000010,41.93132,-87.638742,41.884241,-87.629634,member
D71EE11BC5A963AB,classic_bike,11:34.5,22:48.1,Sedgwick St & Schiller St,TA1307000143,Michigan Ave & Pearson St,13034,41.907626,-87.638566,41.89766,-87.62351,member
5E5E512A88BE5333,classic_bike,55:07.7,49:07.1,Dearborn Pkwy & Delaware Pl,TA1307000128,Clark St & Columbia Ave,RP-008,41.898969,-87.629912,42.00445063,-87.6724024,member
DDF68A146CABD59D,classic_bike,09:38.9,52:39.6,Dearborn Pkwy & Delaware Pl,TA1307000128,Clark St & Columbia Ave,RP-008,41.898969,-87.629912,42.00445063,-87.6724024,member
9F63DE220166E70B,electric_bike,49:11.2,55:38.8,Broadway & Belmont Ave,13277,Southport Ave & Roscoe St,13071,41.940106,-87.645451,41.943739,-87.66402,member
65C7DB3CBC7910D7,classic_bike,19:11.2,29:50.6,Wabash Ave & Wacker Pl,TA1307000131,Franklin St & Jackson Blvd,TA1305000025,41.886875,-87.62603,41.87770796,-87.63532114,member
76C35525F4186613,electric_bike,25:59.0,33:23.6,Clark St & Wellington Ave,TA1307000136,W Armitage Ave & N Sheffield Ave,20254,41.93649682,-87.64753866,41.917805,-87.653449,member
EB80B2F04A0F600D,electric_bike,16:31.4,20:28.4,Ping Tom Park (East),20260,Halsted St & 18th St,13099,41.8579886,-87.6319447,41.85750568,-87.64599144,member
8959147BA615DDD2,electric_bike,58:10.1,09:29.5,Dearborn Pkwy & Delaware Pl,TA1307000128,W Armitage Ave & N Sheffield Ave,20254,41.898969,-87.629912,41.917805,-87.653449,member
A6CC6346E70BFBE6,classic_bike,50:52.2,00:54.9,Indiana Ave & Roosevelt Rd,SL-005,Franklin St & Jackson Blvd,TA1305000025,41.867888,-87.623041,41.87770796,-87.63532114,member
DA637BD117561ED1,classic_bike,02:06.8,11:44.8,Indiana Ave & Roosevelt Rd,SL-005,Franklin St & Jackson Blvd,TA1305000025,41.867888,-87.623041,41.87770796,-87.63532114,member
56E9D9BE79879B68,classic_bike,05:36.6,15:14.6,Indiana Ave & Roosevelt Rd,SL-005,Franklin St & Jackson Blvd,TA1305000025,41.867888,-87.623041,41.87770796,-87.63532114,member
B35E12DC25F94FCA,classic_bike,35:30.2,45:07.0,Indiana Ave & Roosevelt Rd,SL-005,Franklin St & Jackson Blvd,TA1305000025,41.867888,-87.623041,41.87770796,-87.63532114,member
9D25840100EB3DEC,classic_bike,25:15.2,38:07.2,Lincoln Ave & Sunnyside Ave,TA1307000156,Damen Ave & Foster Ave,KA1504000149,41.963004,-87.684781,41.97581098,-87.6795099,member
79CE85341A5DFA80,electric_bike,09:59.2,15:03.4,Franklin St & Lake St,TA1307000111,Dearborn St & Van Buren St,624,41.885837,-87.6355,41.876268,-87.629155,member
630223B69E717E0A,electric_bike,30:24.3,36:08.1,Morgan St & Lake St*,chargingstx4,Franklin St & Jackson Blvd,TA1305000025,41.88549171,-87.65228927,41.87770796,-87.63532114,member
74B768AEE097323A,classic_bike,08:21.5,18:45.3,Canal St & Harrison St,13326,Michigan Ave & Ida B Wells Dr,TA1305000010,41.874255,-87.639573,41.876203,-87.624464,member
E09F190E2C23F571,classic_bike,13:52.8,26:51.7,Clark St & Chicago Ave,13303,Dearborn St & Van Buren St,624,41.89675,-87.63089,41.876268,-87.629155,member
84CE731301AAB846,classic_bike,00:46.7,09:46.0,Wolcott (Ravenswood) Ave & Montrose Ave,TA1307000144,Leavitt St & Lawrence Ave,TA1309000015,41.961406,-87.676169,41.968885,-87.684001,member
5BCCEED8E4AE82C3,classic_bike,10:14.8,23:21.3,Wolcott (Ravenswood) Ave & Montrose Ave,TA1307000144,Broadway & Berwyn Ave,13109,41.961406,-87.676169,41.978361,-87.659789,member
B28001DBED8EBE53,classic_bike,18:34.8,24:15.3,Michigan Ave & 8th St,623,Millennium Park,13008,41.872773,-87.623981,41.8810317,-87.62408432,member
09F1B03C55669DE8,classic_bike,39:17.0,51:43.6,St. Louis Ave & Fullerton Ave,KA1504000090,Stave St & Armitage Ave,13266,41.9248156,-87.71449506,41.917741,-87.691392,member
D2A2934379C6D6AB,electric_bike,06:41.1,07:05.7,Sheffield Ave & Wellington Ave,TA1307000052,Sheffield Ave & Wellington Ave,TA1307000052,41.93625348,-87.6526621,41.93625348,-87.6526621,member
C39613331414595B,classic_bike,56:42.2,22:28.2,Clark St & Elm St,TA1307000039,Wabash Ave & 9th St,TA1309000010,41.902973,-87.63128,41.870769,-87.625734,member
9935283AA21B274D,electric_bike,40:29.7,46:36.6,Albany Ave & Bloomingdale Ave,15655,Milwaukee Ave & Wabansia Ave,13243,41.91402671,-87.70512646,41.912616,-87.681391,member
1958C9EDB234F80E,electric_bike,13:05.8,19:09.5,Franklin St & Monroe St,TA1309000007,Loomis St & Jackson Blvd,13206,41.880317,-87.635185,41.877945,-87.662007,member
0BF04E6A9CC2EBC0,classic_bike,53:37.6,04:49.7,Carpenter St & Huron St,13196,Clinton St & Jackson Blvd,638,41.894556,-87.653449,41.87831661,-87.64098108,member
D1C4DAF7B723C38F,classic_bike,54:22.6,04:02.8,Carpenter St & Huron St,13196,Clinton St & Jackson Blvd,638,41.894556,-87.653449,41.87831661,-87.64098108,member
B2C9BEAE16D4E748,electric_bike,03:29.7,09:18.0,Aberdeen St & Jackson Blvd,13157,Desplaines St & Kinzie St,TA1306000003,41.87772613,-87.65478743,41.88871604,-87.64444785,member
4D0DB150D657AC9F,electric_bike,42:38.0,50:52.7,Greenview Ave & Diversey Pkwy,13294,Richmond St & Diversey Ave,15645,41.93258963,-87.66593635,41.93190197,-87.70119513,member
9FE6EA86B3C7C3B3,electric_bike,26:37.5,43:16.8,Clark St & Drummond Pl,TA1307000142,Michigan Ave & Lake St,TA1305000011,41.931248,-87.644336,41.886022,-87.624398,member
ED52127A98ADECC1,classic_bike,09:58.2,15:40.1,Kingsbury St & Kinzie St,KA1503000043,Michigan Ave & Lake St,TA1305000011,41.88917683,-87.63850577,41.886022,-87.624398,member
1C5D1063D9A319D7,electric_bike,02:00.9,04:22.9,Clark St & Elm St,TA1307000039,Ritchie Ct & Banks St,KA1504000134,41.902973,-87.63128,41.906866,-87.626217,member
1CB7292AE12857B4,electric_bike,12:48.1,15:16.5,Halsted St & Roscoe St,TA1309000025,Wilton Ave & Belmont Ave,TA1307000134,41.9436315,-87.6490833,41.94023192,-87.65294373,member
FF13397612EDBB40,classic_bike,43:34.8,48:46.6,Southport Ave & Waveland Ave,13235,Lincoln Ave & Addison St,TA1309000050,41.948226,-87.6640712,41.946176,-87.673308,member
4B07F43841F6BCD9,electric_bike,20:37.5,26:20.3,Damen Ave & Clybourn Ave,13271,Damen Ave & Cortland St,13133,41.931931,-87.677856,41.915983,-87.677335,member
40B22811EDAA8BE9,electric_bike,20:37.8,25:35.6,Sangamon St & Washington Blvd,13409,Canal St & Madison St,13341,41.883165,-87.6511,41.882409,-87.639767,member
986BE92E30527404,electric_bike,39:37.5,51:09.8,Western Ave & Walton St,KA1504000103,Rush St & Superior St,15530,41.89841769,-87.68659602,41.89576475,-87.62590803,member
DEC014FFA46A46B3,classic_bike,37:16.8,41:04.4,Shore Dr & 55th St,TA1308000009,Lake Park Ave & 56th St,TA1309000063,41.795212,-87.580715,41.793242,-87.587782,member
D472BA32884D84ED,classic_bike,09:27.8,12:52.8,Woodlawn Ave & 58th St,22002,Lake Park Ave & 56th St,TA1309000063,41.789381,-87.596479,41.79161,-87.58748,member
4979B30E67E249F8,classic_bike,50:16.0,00:19.4,Calumet Ave & 18th St,13102,Delano Ct & Roosevelt Rd,KA1706005007,41.85761755,-87.61941075,41.867491,-87.63219,member
088419774BAF14FF,classic_bike,16:57.3,26:04.7,Calumet Ave & 18th St,13102,Delano Ct & Roosevelt Rd,KA1706005007,41.85761755,-87.61941075,41.867491,-87.63219,member
36C68E2E16797083,classic_bike,35:27.5,43:20.3,Calumet Ave & 18th St,13102,Delano Ct & Roosevelt Rd,KA1706005007,41.85761755,-87.61941075,41.867491,-87.63219,member
5195C6C85CE8552E,classic_bike,22:29.3,32:56.6,Clark St & Schiller St,TA1309000024,Bissell St & Armitage Ave*,chargingstx1,41.907993,-87.631501,41.91829556,-87.65218332,member
5D1A66E8D0ED11FC,classic_bike,08:38.0,22:10.0,State St & Pearson St,TA1307000061,Canal St & Madison St,13341,41.897448,-87.628722,41.882409,-87.639767,member
5925D685277350D9,classic_bike,28:16.5,33:20.1,Green St & Randolph St*,chargingstx3,Elizabeth St & Randolph St,23001,41.88360166,-87.64862671,41.884336,-87.658902,member
951C5E6EAE818BEB,electric_bike,32:28.0,37:18.7,Aberdeen St & Jackson Blvd,13157,Elizabeth St & Randolph St,23001,41.87772613,-87.65478743,41.884336,-87.658902,member
B798E91DC2AD7F78,electric_bike,37:41.7,51:26.8,Larrabee St & Kingsbury St,TA1306000009,Southport Ave & Wrightwood Ave,TA1307000113,41.897764,-87.642884,41.928773,-87.663913,member
583DB1DF69A4F791,electric_bike,07:39.1,14:33.7,Larrabee St & Kingsbury St,TA1306000009,Franklin St & Lake St,TA1307000111,41.897764,-87.642884,41.885837,-87.6355,member
9B86EA5CE29D422D,electric_bike,41:27.9,53:17.6,Larrabee St & Kingsbury St,TA1306000009,Southport Ave & Wrightwood Ave,TA1307000113,41.897764,-87.642884,41.928773,-87.663913,member
3B5A33B09CB785A2,classic_bike,08:22.1,18:34.2,Kingsbury St & Kinzie St,KA1503000043,Franklin St & Lake St,TA1307000111,41.88917683,-87.63850577,41.885837,-87.6355,member
44F86847EDF89259,electric_bike,20:02.9,31:57.7,Larrabee St & Webster Ave,13193,Franklin St & Lake St,TA1307000111,41.921822,-87.64414,41.885837,-87.6355,member
7E47A840B402DA61,electric_bike,13:02.1,20:31.2,Clark St & Elm St,TA1307000039,Franklin St & Lake St,TA1307000111,41.902973,-87.63128,41.885837,-87.6355,member
EA61FFF7DA99B177,classic_bike,54:34.1,07:53.6,Clark St & Elm St,TA1307000039,Franklin St & Lake St,TA1307000111,41.902973,-87.63128,41.885837,-87.6355,member
446F80C48A7C2BCD,electric_bike,23:36.1,32:33.2,Indiana Ave & Roosevelt Rd,SL-005,Franklin St & Lake St,TA1307000111,41.867888,-87.623041,41.885837,-87.6355,member
A0569A517AA25F55,electric_bike,18:01.7,29:42.5,Campbell Ave & Augusta Blvd,410,Southport Ave & Wrightwood Ave,TA1307000113,41.899578,-87.689497,41.928773,-87.663913,member
8027A00CB25D314B,classic_bike,01:26.5,11:27.7,Dearborn St & Adams St,TA1305000005,Franklin St & Lake St,TA1307000111,41.87935636,-87.62979104,41.885837,-87.6355,member
C688CA88ECFFFA7C,electric_bike,58:43.1,04:40.1,Dearborn St & Erie St,13045,Franklin St & Lake St,TA1307000111,41.893992,-87.629318,41.885837,-87.6355,member
8B774B9642EEE613,electric_bike,05:53.0,12:07.6,Dearborn St & Erie St,13045,Franklin St & Lake St,TA1307000111,41.893992,-87.629318,41.885837,-87.6355,member
417CF0BD89853EA7,electric_bike,59:36.1,06:44.4,Dearborn St & Erie St,13045,Franklin St & Lake St,TA1307000111,41.893992,-87.629318,41.885837,-87.6355,member
D06F19260CBE74D4,classic_bike,22:35.1,28:45.2,State St & Randolph St,TA1305000029,Franklin St & Lake St,TA1307000111,41.88462107,-87.62783423,41.885837,-87.6355,member
3A6E66DCC92A29E3,electric_bike,53:28.4,09:21.3,Lincoln Ave & Roscoe St*,chargingstx5,Campbell Ave & North Ave,13257,41.94335025,-87.67066777,41.910535,-87.689556,member
B099B829140F9EDC,classic_bike,59:16.2,26:44.9,Albany Ave & Bloomingdale Ave,15655,Rockwell St & Eastwood Ave,KA1504000093,41.91402671,-87.70512646,41.96590014,-87.69363849,member
