ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
319AB97568FA314F,classic_bike,20:39.3,23:08.4,Wabash Ave & Grand Ave,TA1307000117,Wabash Ave & Grand Ave,TA1307000117,41.891466,-87.626761,41.891466,-87.626761,member
40F630523ACA10FB,classic_bike,51:54.3,55:31.0,Halsted St & Polk St,TA1307000121,Halsted St & Polk St,TA1307000121,41.87184,-87.64664,41.87184,-87.64664,member
FA43528B4636972C,electric_bike,06:01.7,20:26.4,Southport Ave & Clybourn Ave,TA1309000030,Halsted St & Fulton St,23003,41.9215759,-87.6664335,41.886871,-87.648089,member
CF844C17B6B6D740,electric_bike,49:33.7,55:30.9,Loomis St & Jackson Blvd,13206,Halsted St & Polk St,TA1307000121,41.877945,-87.662007,41.87184,-87.64664,member
E51B91C20A28DF1E,classic_bike,22:35.3,10:05.0,Emerald Ave & 31st St,TA1309000055,Wallace St & 35th St,TA1308000045,41.838198,-87.645143,41.83070705,-87.64125533,member
809CC5E2972802F1,classic_bike,30:39.3,33:27.7,Burling St & Diversey Pkwy,13208,Wilton Ave & Diversey Pkwy*,chargingstx2,41.93314,-87.64776,41.932418,-87.652705,member
2BD33E87CB16D990,electric_bike,02:07.3,07:49.6,Clinton St & Washington Blvd,WL-012,Halsted St & Fulton St,23003,41.88338,-87.64117,41.886871,-87.648089,member
C1DD0695D59D6EC9,electric_bike,58:08.6,01:51.4,Clinton St & Washington Blvd,WL-012,Halsted St & Fulton St,23003,41.88337469,-87.64177859,41.886871,-87.648089,member
A4B621BEDBFAB1F8,electric_bike,11:55.2,17:34.2,Racine Ave & 18th St,13164,Halsted St & Polk St,TA1307000121,41.8583996,-87.6564226,41.87184,-87.64664,member
EAB8276935C1BB4F,electric_bike,19:12.9,28:51.0,Halsted St & Archer Ave,TA1308000013,Halsted St & Polk St,TA1307000121,41.847203,-87.646795,41.87184,-87.64664,member
74F53397039BF9B8,classic_bike,44:35.9,56:07.2,Sheridan Rd & Irving Park Rd,13063,Lincoln Ave & Belle Plaine Ave,TA1309000026,41.954245,-87.654406,41.95600355,-87.68016145,member
055522AFE94E3865,electric_bike,24:40.3,29:16.2,Daley Center Plaza,TA1306000010,Federal St & Polk St,SL-008,41.884241,-87.629634,41.87207763,-87.62954377,member
EFFD7A492781ECD3,electric_bike,26:56.0,32:32.4,Daley Center Plaza,TA1306000010,Federal St & Polk St,SL-008,41.884241,-87.629634,41.87207763,-87.62954377,member
A9A5D27477245CB5,electric_bike,43:44.2,48:17.7,Daley Center Plaza,TA1306000010,Federal St & Polk St,SL-008,41.884241,-87.629634,41.87207763,-87.62954377,member
9695598BF1F7C430,electric_bike,07:57.6,12:40.3,Daley Center Plaza,TA1306000010,Federal St & Polk St,SL-008,41.884241,-87.629634,41.87207763,-87.62954377,member
CB6EE87C0E006859,electric_bike,16:23.2,22:18.0,Daley Center Plaza,TA1306000010,Federal St & Polk St,SL-008,41.884241,-87.629634,41.87207763,-87.62954377,member
4D9AC05D3E7DD091,classic_bike,36:54.6,45:58.4,Clinton St & Roosevelt Rd,WL-008,Federal St & Polk St,SL-008,41.86711778,-87.64108796,41.87207763,-87.62954377,member
DCCDC0091AF2EF6C,classic_bike,18:49.6,22:20.7,DuSable Lake Shore Dr & Belmont Ave,TA1309000049,DuSable Lake Shore Dr & Diversey Pkwy,TA1309000039,41.940775,-87.639192,41.932588,-87.636427,member
46BE11FA35319038,classic_bike,59:45.7,02:04.8,Clark St & Wellington Ave,TA1307000136,Broadway & Barry Ave,13137,41.93649682,-87.64753866,41.93758232,-87.64409781,member
9180149C80C10C49,classic_bike,12:56.4,19:43.7,Lincoln Ave & Fullerton Ave,TA1309000058,Broadway & Barry Ave,13137,41.92416103,-87.64638036,41.93758232,-87.64409781,member
6C254DAD19C0C516,classic_bike,51:51.4,14:06.9,Michigan Ave & Oak St,13042,Broadway & Barry Ave,13137,41.90096039,-87.62377664,41.93758232,-87.64409781,member
35260E01210154E9,classic_bike,24:10.3,27:55.3,Broadway & Cornelia Ave,13278,Broadway & Barry Ave,13137,41.945529,-87.646439,41.93758232,-87.64409781,member
F879A633B34746D2,classic_bike,33:20.3,37:43.8,Broadway & Cornelia Ave,13278,Broadway & Barry Ave,13137,41.945529,-87.646439,41.93758232,-87.64409781,member
2CAFA7E155BF8769,classic_bike,05:45.5,08:45.5,Ogden Ave & Chicago Ave,TA1305000020,Noble St & Milwaukee Ave,13290,41.89636246,-87.65406127,41.9007,-87.662607,member
9FBDAF54B475A6CA,classic_bike,04:12.0,06:42.7,Clark St & Drummond Pl,TA1307000142,Broadway & Barry Ave,13137,41.931248,-87.644336,41.93758232,-87.64409781,member
1C29D22B82836BD0,classic_bike,56:27.7,19:22.3,Cannon Dr & Fullerton Ave,13124,Broadway & Barry Ave,13137,41.92675599,-87.63442878,41.93758232,-87.64409781,member
9A3D9614E6AE2101,electric_bike,19:21.7,27:10.0,Cannon Dr & Fullerton Ave,13124,Broadway & Barry Ave,13137,41.92675599,-87.63442878,41.93758232,-87.64409781,member
9F455D5ED387B0EF,classic_bike,21:44.3,33:03.6,Cannon Dr & Fullerton Ave,13124,Broadway & Barry Ave,13137,41.92675599,-87.63442878,41.93758232,-87.64409781,member
C55E99DA7C356018,electric_bike,41:54.4,44:56.2,DuSable Lake Shore Dr & Diversey Pkwy,TA1309000039,Broadway & Barry Ave,13137,41.93259871,-87.63639593,41.93758232,-87.64409781,member
D5D375BB38BA8265,classic_bike,02:17.9,07:43.1,Broadway & Barry Ave,13137,Broadway & Barry Ave,13137,41.93758232,-87.64409781,41.93758232,-87.64409781,member
F89E9D8F2375AD54,classic_bike,11:28.2,17:18.4,LaSalle Dr & Huron St,KP1705001026,Sedgwick St & Huron St,TA1307000062,41.894877,-87.632326,41.894666,-87.638437,member
B84F66D820A3A902,classic_bike,42:30.5,46:55.6,Eckhart Park,13289,Ogden Ave & Chicago Ave,TA1305000020,41.89637337,-87.66098386,41.89636246,-87.65406127,member
26B0ABDCC3E7E10D,classic_bike,23:44.0,37:00.8,Clarendon Ave & Leland Ave,TA1307000119,Pine Grove Ave & Waveland Ave,TA1307000150,41.967968,-87.650001,41.94947274,-87.64645278,member
9AA534E0D00A385C,classic_bike,53:51.0,57:58.8,Dearborn St & Adams St,TA1305000005,LaSalle St & Adams St,KA1503000034,41.87935636,-87.62979104,41.87934437,-87.63198522,member
48E2C1EED97A6873,classic_bike,25:17.7,28:41.7,Franklin St & Illinois St,RN-,Sedgwick St & Huron St,TA1307000062,41.89102331,-87.63547987,41.894666,-87.638437,member
73CA4690F4062281,electric_bike,17:24.9,26:18.4,Rush St & Superior St,15530,LaSalle St & Adams St,KA1503000034,41.89579904,-87.62610781,41.87934437,-87.63198522,member
4225A1CD1D14CE32,electric_bike,02:54.2,11:44.6,Clinton St & Washington Blvd,WL-012,State St & Pearson St,TA1307000061,41.88338,-87.64117,41.897448,-87.628722,member
36076228F75210DD,electric_bike,01:32.5,08:13.0,Clinton St & Washington Blvd,WL-012,State St & Pearson St,TA1307000061,41.88338,-87.64117,41.897448,-87.628722,member
3D447B335D5A4025,electric_bike,02:58.4,10:43.0,Clinton St & Washington Blvd,WL-012,State St & Pearson St,TA1307000061,41.88338,-87.64117,41.897448,-87.628722,member
AB41023A9DD23FEE,electric_bike,48:27.7,10:39.6,Kilbourn Ave & Belden Ave,21359,Western Ave & Division St,13241,41.922369,-87.739024,41.902893,-87.687275,member
55CBEAF0DEF945B6,electric_bike,52:12.5,57:03.6,Wells St & Hubbard St,TA1307000151,Sedgwick St & Huron St,TA1307000062,41.889906,-87.634266,41.894666,-87.638437,member
806297AD677C012B,electric_bike,17:54.0,34:55.5,Damen Ave & Clybourn Ave,13271,Pine Grove Ave & Waveland Ave,TA1307000150,41.931931,-87.677856,41.94947274,-87.64645278,member
20B9374EACC11479,classic_bike,21:50.6,35:06.6,Western Ave & Winnebago Ave,13068,Ogden Ave & Chicago Ave,TA1305000020,41.91552,-87.687022,41.89636246,-87.65406127,member
1852BDACC30FAC58,electric_bike,12:28.8,18:39.1,Wilton Ave & Belmont Ave,TA1307000134,Pine Grove Ave & Waveland Ave,TA1307000150,41.94023192,-87.65294373,41.94947274,-87.64645278,member
955F95459BA4CC92,classic_bike,42:34.9,44:50.0,Pine Grove Ave & Irving Park Rd,TA1308000022,Pine Grove Ave & Waveland Ave,TA1307000150,41.954383,-87.648043,41.94947274,-87.64645278,member
AEA8AD5D5D36FB20,electric_bike,44:21.1,49:14.6,Desplaines St & Kinzie St,TA1306000003,Sedgwick St & Huron St,TA1307000062,41.88871604,-87.64444785,41.894666,-87.638437,member
AC487B12D02B2FD2,classic_bike,21:39.5,27:34.6,Desplaines St & Kinzie St,TA1306000003,Sedgwick St & Huron St,TA1307000062,41.88871604,-87.64444785,41.894666,-87.638437,member
57266C3DDAC9FD0C,electric_bike,16:22.3,35:49.6,Milwaukee Ave & Rockwell St,13242,Sedgwick St & Huron St,TA1307000062,41.92026115,-87.69262898,41.894666,-87.638437,member
DFE0E12A07E7FD86,classic_bike,08:48.8,15:10.3,Franklin St & Lake St,TA1307000111,Sedgwick St & Huron St,TA1307000062,41.885837,-87.6355,41.894666,-87.638437,member
34C198873DA488DB,electric_bike,10:13.8,12:57.7,Clark St & Wellington Ave,TA1307000136,Broadway & Belmont Ave,13277,41.93649682,-87.64753866,41.940106,-87.645451,member
10EAE670C0CD950A,electric_bike,26:37.3,32:06.4,Southport Ave & Waveland Ave,13235,Southport Ave & Wellington Ave,TA1307000006,41.948226,-87.6640712,41.93577462,-87.66360015,member
8225636C3E02F372,electric_bike,54:22.5,33:49.6,Shore Dr & 55th St,TA1308000009,Cornell Ave & Hyde Park Blvd,KA1503000007,41.795212,-87.580715,41.802406,-87.586924,member
0EC45575306ABDAB,classic_bike,47:09.2,13:53.9,Clark St & Armitage Ave,13146,Clark St & Wellington Ave,TA1307000136,41.918306,-87.636282,41.93649682,-87.64753866,member
B181FF97D32A5E61,classic_bike,00:03.7,18:24.6,Clark St & Armitage Ave,13146,Clark St & Wellington Ave,TA1307000136,41.918306,-87.636282,41.93649682,-87.64753866,member
F2325C1A8D1AFFAF,classic_bike,36:19.1,51:24.9,Clark St & Wellington Ave,TA1307000136,Clark St & Armitage Ave,13146,41.93649682,-87.64753866,41.918306,-87.636282,member
6D9597B395C9966D,classic_bike,19:47.6,37:33.3,California Ave & Granville Ave,23104,Dodge Ave & Mulford St,662,41.9941803,-87.6995596,42.023463,-87.699595,member
C5790DCEC8715A93,classic_bike,22:09.8,40:12.5,Benson Ave & Church St,596,Dodge Ave & Mulford St,662,42.048214,-87.683485,42.023463,-87.699595,member
1E43EF2C6FD41D39,electric_bike,47:31.4,56:40.8,Damen Ave & Cortland St,13133,Damen Ave & Melrose Ave,13143,41.91599846,-87.67723477,41.9406,-87.6785,member
0953F0ACC77A1822,electric_bike,08:02.0,19:40.1,Clark St & North Ave,13128,Clark St & Newport St,632,41.911974,-87.631942,41.94454,-87.654678,member
A2B299B1FD38834C,classic_bike,52:29.6,00:26.1,Lincoln Ave & Melrose St,TA1309000042,Clark St & Newport St,632,41.9406,-87.669435,41.94454,-87.654678,member
58D747DD737C92A4,electric_bike,51:04.8,54:53.2,Broadway & Berwyn Ave,13109,Sheridan Rd & Argyle St,13059,41.978361,-87.659789,41.97328682,-87.65475959,member
9ECB172931CE49B0,classic_bike,55:39.5,01:37.0,Broadway & Berwyn Ave,13109,Sheridan Rd & Argyle St,13059,41.978361,-87.659789,41.97328682,-87.65475959,member
F97969119CBA77A3,classic_bike,23:26.7,42:47.7,Southport Ave & Belmont Ave,13229,Clark St & Newport St,632,41.93947775,-87.66374767,41.94454,-87.654678,member
7104D52D85057E31,electric_bike,03:14.1,12:24.2,Clark St & Grace St,TA1307000127,Sheridan Rd & Argyle St,13059,41.95078,-87.659172,41.97328682,-87.65475959,member
8FC7B664F21E840E,electric_bike,38:31.4,45:17.3,Central Park Ave & Elbridge Ave,15644,Avondale Ave & Irving Park Rd,15624,41.93533728,-87.71688929,41.953393,-87.732002,member
FADB47A29C62D877,electric_bike,34:49.3,41:46.9,Central Park Ave & Elbridge Ave,15644,Avondale Ave & Irving Park Rd,15624,41.93533728,-87.71688929,41.953393,-87.732002,member
ECD12ACEE13C3C6C,classic_bike,35:24.4,45:41.5,Central Park Ave & Elbridge Ave,15644,Avondale Ave & Irving Park Rd,15624,41.93533728,-87.71688929,41.953393,-87.732002,member
155A1E5065503C60,electric_bike,34:49.7,37:35.5,Major Ave & Addison St,23166,Central Ave & Roscoe St,21396,41.9458348,-87.7691848,41.942275,-87.76695,member
28A3B370D7696D39,classic_bike,44:27.0,49:44.0,Benson Ave & Church St,596,Chicago Ave & Sheridan Rd,E008,42.048214,-87.683485,42.050491,-87.677821,member
3721CF7FD11B0764,classic_bike,52:24.3,55:56.5,Benson Ave & Church St,596,Chicago Ave & Sheridan Rd,E008,42.048214,-87.683485,42.050491,-87.677821,member
73F1810F1A121512,classic_bike,37:49.9,40:51.2,Campbell Ave & North Ave,13257,Western Ave & Winnebago Ave,13068,41.910535,-87.689556,41.91552,-87.687022,member
098D4EBD2FE7C286,electric_bike,13:59.1,21:46.5,Morgan St & Polk St,TA1307000130,Wolcott Ave & Polk St,TA1309000064,41.871737,-87.65103,41.871262,-87.673688,member
93187084BE6A4CE6,classic_bike,31:55.4,41:09.8,Morgan St & Polk St,TA1307000130,Wolcott Ave & Polk St,TA1309000064,41.871737,-87.65103,41.871262,-87.673688,member
0417EA4C381D6804,classic_bike,26:21.1,37:05.4,Morgan St & Polk St,TA1307000130,Wolcott Ave & Polk St,TA1309000064,41.871737,-87.65103,41.871262,-87.673688,member
56A98BB6E56C22B4,classic_bike,55:45.0,00:47.7,Sheridan Rd & Noyes St (NU),604,Chicago Ave & Sheridan Rd,E008,42.058239,-87.677432,42.050491,-87.677821,member
FD8AFA35C95CF28F,classic_bike,57:07.2,01:33.6,Sheridan Rd & Noyes St (NU),604,Chicago Ave & Sheridan Rd,E008,42.058239,-87.677432,42.050491,-87.677821,member
CB3093F7069567D6,classic_bike,30:48.9,44:01.9,Western Ave & Walton St,KA1504000103,Wolcott Ave & Polk St,TA1309000064,41.89841769,-87.68659602,41.871262,-87.673688,member
AEA0A6F318A3F101,classic_bike,30:22.2,44:51.9,Leavitt St & Chicago Ave,18058,Wolcott Ave & Polk St,TA1309000064,41.895501,-87.682017,41.871262,-87.673688,member
5E46529D752C5497,classic_bike,35:09.1,47:08.9,Leavitt St & Chicago Ave,18058,Wolcott Ave & Polk St,TA1309000064,41.895501,-87.682017,41.871262,-87.673688,member
C8492F9F62090D62,classic_bike,25:15.0,40:45.6,Canal St & Adams St,13011,Calumet Ave & 18th St,13102,41.879255,-87.639904,41.85761755,-87.61941075,member
75BAA78604B24366,classic_bike,41:47.9,54:52.6,Halsted St & Polk St,TA1307000121,Wolcott Ave & Polk St,TA1309000064,41.87184,-87.64664,41.871262,-87.673688,member
C9CF21966E076CDC,electric_bike,36:13.0,45:46.5,Ashland Ave & Division St,13061,Western Ave & Winnebago Ave,13068,41.90345,-87.667747,41.91552,-87.687022,member
DA6D20760DA67772,classic_bike,38:34.4,47:38.7,Western Ave & Congress Pkwy,15668,Wolcott Ave & Polk St,TA1309000064,41.87474885,-87.68644528,41.871262,-87.673688,member
A87ECB0F4D60793D,classic_bike,56:51.0,26:04.2,Wilton Ave & Diversey Pkwy,TA1306000014,Western Ave & Winnebago Ave,13068,41.932418,-87.652705,41.91552,-87.687022,member
2AB2E36E089B505A,electric_bike,11:58.2,16:29.3,Wabash Ave & Roosevelt Rd,TA1305000002,Calumet Ave & 18th St,13102,41.867227,-87.625961,41.85761755,-87.61941075,member
54FB40D97D157530,electric_bike,21:34.0,23:43.3,Paulina St & Flournoy St,KA1504000104,Wolcott Ave & Polk St,TA1309000064,41.87306109,-87.66913489,41.871262,-87.673688,member
93A75FBF7D8B7DD2,electric_bike,51:15.1,02:05.1,Franklin St & Lake St,TA1307000111,Calumet Ave & 18th St,13102,41.885837,-87.6355,41.85761755,-87.61941075,member
3669677151A4E5AC,electric_bike,48:22.7,55:13.4,Ogden Ave & Race Ave,13194,Wolcott Ave & Polk St,TA1309000064,41.891795,-87.658751,41.871262,-87.673688,member
D2EFD83AA0A5235D,classic_bike,03:08.6,11:41.9,Walsh Park,18067,Western Ave & Winnebago Ave,13068,41.91461,-87.667968,41.91552,-87.687022,member
74980A948E995DFD,electric_bike,49:31.5,58:25.0,Western Ave & Walton St,KA1504000103,Western Ave & Winnebago Ave,13068,41.89841769,-87.68659602,41.91552,-87.687022,member
A4BD793C5E95D546,classic_bike,35:07.2,48:30.3,Sheffield Ave & Willow St,TA1306000032,Western Ave & Winnebago Ave,13068,41.913688,-87.652855,41.91552,-87.687022,member
0CE89BCAB98D9C39,electric_bike,23:27.8,33:17.5,Ravenswood Ave & Irving Park Rd,TA1307000149,Clark St & Bryn Mawr Ave,KA1504000151,41.95469,-87.67393,41.983593,-87.669154,member
17D04116C3730E9A,classic_bike,27:32.2,34:37.6,Clark St & Leland Ave,TA1309000014,Clark St & Bryn Mawr Ave,KA1504000151,41.96708784,-87.66729087,41.983593,-87.669154,member
A778E48DC4317240,electric_bike,32:55.0,36:51.2,Hoyne Ave & Balmoral Ave,655,Clark St & Bryn Mawr Ave,KA1504000151,41.97986817,-87.68192422,41.983593,-87.669154,member
1CC94A729F5549D9,electric_bike,40:34.1,45:56.9,Hoyne Ave & Balmoral Ave,655,Clark St & Bryn Mawr Ave,KA1504000151,41.979851,-87.681932,41.983593,-87.669154,member
1459089481D8004C,classic_bike,12:21.6,14:18.7,Halsted St & Willow St,TA1307000166,Sheffield Ave & Willow St,TA1306000032,41.913865,-87.648755,41.913688,-87.652855,member
0C98F126A7090F1F,electric_bike,13:01.5,20:20.3,Elston Ave & Cortland St,TA1305000039,Sheffield Ave & Willow St,TA1306000032,41.91643343,-87.66674638,41.913688,-87.652855,member
B7245280A6B70C86,classic_bike,11:02.9,32:36.2,Damen Ave & Melrose Ave,13143,Clark St & Bryn Mawr Ave,KA1504000151,41.9406,-87.6785,41.983593,-87.669154,member
9C9C585C416A2DCA,classic_bike,20:17.4,34:13.4,Orleans St & Chestnut St (NEXT Apts),620,Halsted St & Wrightwood Ave,TA1309000061,41.898203,-87.637536,41.929143,-87.649077,member
032C3D73B1A2197E,classic_bike,12:40.6,48:51.8,Green St & Randolph St*,chargingstx3,Wells St & Evergreen Ave,TA1308000049,41.88360166,-87.64862671,41.906724,-87.63483,member
F5F6AFE75F4CDD40,electric_bike,03:41.0,07:57.9,Clybourn Ave & Division St,TA1307000115,Halsted St & Clybourn Ave,331,41.904613,-87.640552,41.909668,-87.648128,member
F4F2BC0AB0704725,classic_bike,29:54.1,41:10.6,Kedzie Ave & Foster Ave,KA1504000128,Kedzie Ave & Bryn Mawr Ave,KA1504000167,41.975672,-87.709261,41.98222976,-87.70888656,member
0CC97CAD000E6296,electric_bike,20:15.0,30:03.7,Shore Dr & 55th St,TA1308000009,Public Rack - Langley Ave & 49th St,1012,41.795212,-87.580715,41.805218,-87.609076,member
D3208E9348DAD5F9,electric_bike,10:40.0,15:30.2,Clark St & Elm St,TA1307000039,Halsted St & Clybourn Ave,331,41.902973,-87.63128,41.909668,-87.648128,member
C69E26322E6C979E,electric_bike,41:26.3,49:22.7,Clark St & Elm St,TA1307000039,Halsted St & Clybourn Ave,331,41.902973,-87.63128,41.909668,-87.648128,member
9F2CD9B1E23F34F9,classic_bike,45:15.7,53:57.0,Kildare Ave & Montrose Ave,KA1706005015,Albany Ave & Montrose Ave,15621,41.96108,-87.73569,41.961041,-87.705866,member
C1FDD3D35B0DB130,classic_bike,02:08.7,25:08.3,Michigan Ave & 8th St,623,Streeter Dr & Grand Ave,13022,41.872773,-87.623981,41.892278,-87.612043,member
350D4B22EFE869D7,classic_bike,59:12.4,33:52.7,Michigan Ave & 8th St,623,Streeter Dr & Grand Ave,13022,41.872773,-87.623981,41.892278,-87.612043,member
20C45A64FFE427A3,electric_bike,32:56.9,35:40.5,Sedgwick St & North Ave,TA1307000038,Halsted St & Clybourn Ave,331,41.910983,-87.638525,41.909668,-87.648128,member
EBA36657B08B737E,electric_bike,19:18.9,53:48.2,Larrabee St & Division St,KA1504000079,Albany Ave & Montrose Ave,15621,41.90348607,-87.64335349,41.961041,-87.705866,member
A2E3057672CC0F33,classic_bike,16:34.0,52:02.1,Streeter Dr & Grand Ave,13022,Streeter Dr & Grand Ave,13022,41.892278,-87.612043,41.892278,-87.612043,member
821CDC410600E0B0,classic_bike,20:16.5,46:07.5,Streeter Dr & Grand Ave,13022,Streeter Dr & Grand Ave,13022,41.892278,-87.612043,41.892278,-87.612043,member
F73393A8BBE43F45,classic_bike,55:17.7,19:24.0,Streeter Dr & Grand Ave,13022,Streeter Dr & Grand Ave,13022,41.892278,-87.612043,41.892278,-87.612043,member
6E354AB392871891,electric_bike,46:01.5,46:35.1,Halsted St & Clybourn Ave,331,Halsted St & Clybourn Ave,331,41.909668,-87.648128,41.909668,-87.648128,member
1F31CB8188BF16B3,classic_bike,16:12.2,31:06.6,Mies van der Rohe Way & Chicago Ave,13338,Halsted St & Clybourn Ave,331,41.89694463,-87.62175769,41.909668,-87.648128,member
7F0A3B16F16F15C5,classic_bike,57:01.6,01:37.3,New St & Illinois St,TA1306000013,Streeter Dr & Grand Ave,13022,41.89084704,-87.61861682,41.892278,-87.612043,member
37AE5DFC1FC90F13,classic_bike,33:04.7,49:07.6,State St & Randolph St,TA1305000029,Streeter Dr & Grand Ave,13022,41.88462107,-87.62783423,41.892278,-87.612043,member
83922157CF27B50A,electric_bike,32:12.0,39:08.3,Greenview Ave & Fullerton Ave,TA1307000001,Damen Ave & Wellington Ave,13268,41.92533,-87.6658,41.93588,-87.67842,member
AA569F3F78946735,electric_bike,37:15.9,45:17.8,Green St & Randolph St*,chargingstx3,Halsted St & Clybourn Ave,331,41.88360166,-87.64862671,41.909668,-87.648128,casual
0862B203D29652F7,electric_bike,47:03.5,55:11.5,Wells St & Institute Pl,22001,Clinton St & Washington Blvd,WL-012,41.89737986,-87.63442039,41.88338,-87.64117,member
296FDE94A09E7B27,electric_bike,14:20.3,18:15.8,Wabash Ave & Grand Ave,TA1307000117,Mies van der Rohe Way & Chicago Ave,13338,41.891466,-87.626761,41.89694463,-87.62175769,member
0051CD3A314321B1,electric_bike,48:27.2,52:22.3,Wabash Ave & Grand Ave,TA1307000117,Mies van der Rohe Way & Chicago Ave,13338,41.891466,-87.626761,41.89694463,-87.62175769,member
C222D124C0366B75,electric_bike,57:53.0,01:18.9,Clark St & Elm St,TA1307000039,DuSable Lake Shore Dr & North Blvd,LF-005,41.902973,-87.63128,41.911722,-87.626804,member
31742F27F82171E7,classic_bike,46:28.3,52:55.9,Clark St & Elm St,TA1307000039,DuSable Lake Shore Dr & North Blvd,LF-005,41.902973,-87.63128,41.911722,-87.626804,member
D15E9E27264471EC,classic_bike,00:25.5,30:08.5,Wacker Dr & Washington St,KA1503000072,Milwaukee Ave & Rockwell St,13242,41.88314336,-87.63724208,41.92033,-87.69309,member
